,dot_id,label,x,y,flg_type#1,flg_type#2,flg_type#3,flg_type#4,flg_type#5,flg_type#6,flg_type#7,tsr_cfd,has_inf,inf_cfd,has_filter_desc,filter_cfd,source,flg_pos_r,flg_pos_sin,flg_size,flg_shape,pub_road_num,pri_road_num,road_class,fc,link_type,camera_num,furniture_num,guidance_num,forbid_num
1815,ec1f16c1b16040988baab822ff346917,0,117.146546,31.840473,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000,0,0,0,0,8,0.42944385799999996,0.229625152,6924.153646,8.056179775,2,0,44000.0,4.0,0.0,10,28,16,4
1751,574b094aaa8344d694a9d2fd48c964a3,1,118.25797299999999,27.446152,0.0,0.0,0.0,0.0,1.0,0.0,0.0,468,0,0,1,1000,8,1.056071751,-0.7299062140000001,5723.307292,2.375838926,2,0,41000.0,1.0,3.0,0,8,0,0
321,a4d3aa8e0c3e4b4381a7cdeffa8f8703,1,107.18716599999999,30.725886,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.504254967,0.966772828,3625.976563,1.680851064,2,0,41000.0,5.0,0.0,17,20,2,0
2222,1c0d88f285fb408387506a2c690b724b,0,114.902732,29.991028000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,0.5582526999999999,0.042294665,1761.2737339999999,0.8540145990000001,1,0,41000.0,1.0,0.0,1,12,0,0
714,d96ef3bb753c491e89e85f0918fa3242,0,117.231218,31.839485999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.931837063,0.8719335509999999,2138.671875,1.081481481,2,3,47000.0,6.0,0.0,23,44,22,39
2110,d64f36b38c204bb3a3831b9238f26846,1,119.952596,31.016563,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,0.661323555,-0.10290810800000001,177.734375,1.076923077,1,0,41000.0,1.0,0.0,2,9,2,0
229,d32b05ba4c574ef4905730a5d958f620,1,98.148964,24.164061,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.045989590999999996,0.082363829,38.66792929,1.0,1,0,41000.0,1.0,0.0,10,23,1,0
491,72fa74e1ce674679bb26e4cde644c419,1,110.39761899999999,21.256484,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.399925395,0.416744395,1274.463384,1.118421053,2,0,44000.0,3.0,0.0,9,48,14,18
1461,8aad05e349f74323a4c95b6d961bcd8f,1,114.593799,34.840353,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.765137361,0.310401782,193.68489580000002,0.68627451,1,0,41000.0,1.0,0.0,8,24,1,0
2180,2e30dae35a014388b742fad3fb40cdde,1,112.477052,22.752632000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,0.935378363,0.807753938,5394.690577,2.125,1,0,0.0,0.0,0.0,11,14,1,0
1904,0acf592004dd4e1aa5cd8689da9a2781,0,117.472503,38.714078,0.0,0.0,0.0,0.0,1.0,0.0,0.0,994,0,0,0,0,8,0.309163625,-0.548073675,4362.847222,3.205357143,3,0,44000.0,4.0,0.0,9,55,6,10
2354,74d7638eb35e4af1bdacfd1c3d44e42d,1,94.34925799999999,29.689604,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.291335177,0.812611874,459.8721591,1.7027027030000002,1,0,42000.0,2.0,0.0,0,2,0,0
815,5b90ca1fab78480292300a7b44a629be,0,117.24496699999999,31.902064000000003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,8,0.439125214,-0.6705250229999999,534.9392361,4.2647058819999994,1,0,44000.0,5.0,0.0,11,25,11,23
215,f9a033e7bbe747da94d879dddc9aebc9,1,107.14226399999998,33.047379,0.0,0.0,0.0,0.0,1.0,0.0,0.0,468,0,0,0,0,8,0.878520324,-0.9485646609999999,305.55555560000005,5.818181817999999,2,0,0.0,0.0,0.0,17,26,3,0
570,dc470814d2754ff094c6f9ad0b4244d2,0,107.2408,29.193946,0.0,0.0,0.0,0.0,0.0,0.0,1.0,999,0,0,1,1000,8,0.0,-1.0,36000.0,1.333333333,1,0,0.0,0.0,0.0,5,34,0,0
2364,65b97a935529425f8ce1b1eef552b543,0,117.145778,31.840477000000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,999,0,0,0,0,8,0.906769092,0.963432828,104.27517359999999,1.0,2,0,44000.0,4.0,0.0,10,28,16,4
665,ec2f24e13afe4cbe97674e329789f61f,0,117.250297,31.867286,0.0,0.0,1.0,0.0,0.0,0.0,0.0,991,0,0,0,0,8,0.905158624,0.566199102,387.9123264,0.846153846,4,1,0.0,0.0,0.0,12,25,5,6
1435,ccbac68288df4be69b8b5c68f46b4ad3,1,118.42083799999999,25.368663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.213666986,-0.708527281,35.04774306,0.894736842,0,0,0.0,0.0,0.0,0,4,3,0
1463,e2c70c905ae043689fec3a9592aee1c0,0,117.249626,31.841426000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,983,0,0,0,0,8,0.680531423,0.242865755,66.08072917,0.7241379309999999,2,1,44000.0,4.0,0.0,57,78,29,49
1038,28bf7197113345baa3302d62b013edb9,1,114.79818700000001,33.557626,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.871587277,0.366508843,1615.017361,1.0,2,0,0.0,0.0,0.0,1,3,2,0
1561,9eb3ac1502a944c7b120b37583cb4ab5,1,120.109225,33.28259,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.48200107299999995,-0.9391089359999999,517.874053,2.142857143,4,0,0.0,0.0,0.0,10,24,11,0
1011,0bc4eb9e145442fbb602a3e13b351863,1,111.791848,32.821059000000005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.706070305,0.173102057,656.6455696,1.152777778,2,0,41000.0,1.0,0.0,2,6,1,0
1135,9a68c0aa96134e499da5ffbcac16457c,1,123.64556699999999,41.965644,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,1000,1,0.8575308690000001,-0.339364605,238.89541630000002,11.13333333,1,0,45000.0,5.0,0.0,0,2,0,0
2351,9d9ee7f7418f4f15899e91c9218253fb,1,115.607802,23.643612,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,1.007028627,0.267563838,492.1875,0.28571428600000004,1,0,52000.0,2.0,0.0,2,11,6,0
660,be0561a627ec4cf88378ef24051d4331,1,107.361603,29.334378000000005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,1000,1,0,8,0.7214224220000001,0.702701259,5506.184896,1.281407035,1,0,41000.0,1.0,0.0,11,9,2,0
1255,5c0b291a06da40a69afc6cabe875e67e,0,114.26323300000001,30.261063,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,0.515156629,0.800727345,30.92447917,0.7894736840000001,2,0,41000.0,1.0,0.0,1,17,0,0
529,8b96e6bc942a495887752df2e96aaaf6,0,104.072696,30.866335999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0.812852343,0.34420169700000003,952.1245956,1.503067485,1,0,45000.0,5.0,0.0,1,1,0,0
2226,144f5cae37c346bd990be1bd72907cc8,1,112.806003,27.915832,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.9480008609999999,0.5567271079999999,2369.791667,0.6593406589999999,1,0,41000.0,1.0,0.0,39,34,1,0
14,0f10847095df4b4e812a3c66969c95ca,0,103.270321,26.421545000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,8,0.73939358,0.20662578399999998,1777.7777780000001,1.0,2,0,44000.0,3.0,0.0,16,31,11,4
1956,315d38f39108473fb7b1a990132381f5,0,117.24021200000001,31.874978999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,999,1,1000,0,0,1,0.8194063540000001,0.01310972,14.87731934,1.083333333,1,1,0.0,0.0,0.0,11,12,3,9
306,19c9b4364c6f41bea8ffc8fab5c29b4d,1,106.99996000000002,29.543296999999995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0.230125042,0.929352086,252.9144287,0.9807692309999999,1,0,42000.0,3.0,0.0,0,1,2,2
234,c4d583c1dbd14761acf8ec2e6ff668e4,0,117.255525,31.873902,0.0,0.0,1.0,0.0,0.0,0.0,0.0,389,0,0,0,0,8,0.87903275,0.30652378399999997,163.62847219999998,0.557692308,5,0,0.0,0.0,0.0,26,46,15,29
1150,2e10c208dbc842a6ad09b47a1b646b50,1,117.347076,26.928888,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.42659568200000003,0.999515247,35.04774306,0.894736842,3,0,41000.0,1.0,3.0,0,14,0,0
1729,8f5e94833077431e8ed353616abf1dc1,1,112.510469,23.071513,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1000,8,0.479888528,0.028941906,47.74305556,0.9090909090000001,0,1,47000.0,6.0,0.0,1,31,18,8
2063,6865c30e71974bd08e2cc67ff267111a,0,117.145172,31.835482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000,0,0,0,0,8,0.169660964,-0.794067291,11030.381940000001,10.80412371,5,0,0.0,0.0,0.0,16,56,22,25
927,852a1da2ac8e426fb73e24f76e2190cf,1,116.450599,39.933712,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,8,0.675550705,0.990961063,1510.850694,1.0,3,1,44000.0,4.0,0.0,40,63,19,38
562,bda911aa4d664e968828ef5a9dea997f,1,107.475095,27.165069,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.218587972,-0.66080692,21.26736111,1.0,2,0,41000.0,1.0,0.0,19,21,2,0
2371,d47674f20b7543e29472bfed933a55fa,0,117.221958,31.833453000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,991,0,0,0,0,8,0.83056862,0.339459543,296.875,0.842105263,1,0,45000.0,5.0,0.0,22,47,20,23
123,60b41915c6aa419cbc6aa5d43e859e50,0,117.222622,31.840839000000003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,468,0,0,0,0,8,0.463921123,-0.999930518,199.21875,12.75,3,0,44000.0,4.0,0.0,17,24,15,18
608,6df68bf794cd4753b58331a2f9b59b4f,1,116.497716,24.930066,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,1.0222027059999998,0.47555255700000004,1401.909722,0.6985294120000001,1,0,41000.0,1.0,0.0,3,17,1,0
569,a6566bb7e6564c88a816c9ef1346ecd0,1,112.161185,25.520249,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.9663331409999999,0.619466606,3477.105035,0.656108597,2,0,0.0,0.0,0.0,6,23,5,0
2148,1a9c280f06224f0691e5ae68a166a9a7,0,117.134097,31.854174,0.0,0.0,1.0,0.0,0.0,0.0,0.0,966,0,0,0,0,8,0.648446796,0.428374046,93.75,0.666666667,1,0,44000.0,4.0,0.0,27,78,35,25
788,083dd43a327848d7b0fd8a9e7f1b3700,0,116.54075800000001,39.868520000000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,992,0,0,1,0,8,0.42252365,-0.32213844399999997,562.5,1.7777777780000001,0,3,47000.0,6.0,0.0,13,25,7,20
1840,0fcf613136d94d5a8b845916ec9b9367,0,117.24146200000001,31.894028999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,993,0,0,0,0,8,0.654062799,0.310027994,119.98945149999999,0.6190476189999999,6,1,44000.0,4.0,0.0,9,47,25,16
711,2dd16e407b4c4479864d35a7f8990b08,0,117.249431,31.841440999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,453,0,0,0,0,8,0.787735752,0.243313403,188.3680556,0.45161290299999995,2,2,0.0,0.0,0.0,57,78,29,49
1929,f624324cb85348ffac60a4ab1c92390c,1,121.478692,30.799106,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1000,8,0.92058925,0.31079128,2250.0,1.0,1,0,47000.0,5.0,0.0,4,47,10,0
1854,2959e40fd2ff45c89432d4cdd0294ab0,0,117.24096999999999,31.895944,0.0,1.0,0.0,0.0,0.0,0.0,0.0,449,1,997,0,0,8,0.662081678,0.9670676579999999,175.69883969999998,0.951219512,2,0,44000.0,4.0,0.0,9,47,25,16
638,0636be14df41431d8acc1a70eb1bbe09,0,117.21255500000001,31.83568,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.580299969,0.9812932529999999,4177.517361,1.964285714,1,0,44000.0,2.0,0.0,40,77,34,67
196,00e72a1b5b5b421a960a2b66a99af07b,0,113.60274299999999,23.206155,0.0,1.0,0.0,0.0,0.0,0.0,0.0,997,0,0,1,0,8,0.598942186,-0.2249336,57.40017361,1.0,4,0,51000.0,3.0,0.0,3,26,3,5
2079,fb9b04c291c64acaa7693005f494401a,0,117.200469,31.84481,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,0,0,8,0.480941956,-0.184822488,2011.71875,0.5722222220000001,2,0,45000.0,5.0,0.0,37,76,38,53
1648,6c9546a366db434da726fc432292afd8,0,117.213399,31.839084000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.606965525,0.9450472679999999,1847.873264,0.992366412,5,0,44000.0,4.0,0.0,12,25,12,22
1168,01714d7ddebc4252b13750a54b428891,0,117.25416899999999,31.877515999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,995,0,0,0,0,8,1.038782596,0.593643626,273.4375,0.7,3,1,45000.0,3.0,0.0,37,76,26,56
1133,33a1e61bc39d446b86a4dca30159fc7e,0,106.712599,26.307366,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,0.6399870320000001,-0.9310084479999999,39.17100694,1.0,1,0,41000.0,1.0,0.0,2,11,0,0
945,22d4f8257b5e46e7af17dcba57cf1f84,0,117.211999,31.903060999999997,0.0,0.0,1.0,0.0,0.0,0.0,0.0,398,0,0,0,0,8,0.828801048,0.149144492,189.77864580000002,0.622641509,2,0,42000.0,2.0,0.0,7,23,8,11
1029,d44ee56426de43a2af36531ebca0af4d,0,117.14517099999999,31.835697999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,991,0,0,0,0,8,0.808318236,0.9519078129999999,70.52951389,0.961538462,2,0,0.0,0.0,0.0,16,56,22,25
1788,0becfe849b7a432a9acd9142d3b148b8,0,117.212359,31.894144,0.0,0.0,1.0,0.0,0.0,0.0,0.0,996,0,0,0,0,1,0.677022158,0.17958353300000002,80.87158203,1.20754717,4,0,0.0,0.0,0.0,13,32,11,8
2006,f970fceb143e4a02bd77a558ab49c6c5,1,110.31380800000001,29.429174,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,1,0.6796345309999999,0.135786444,130.8202744,1.576271186,1,0,51000.0,3.0,0.0,2,0,0,0
1325,0cb2c29d46fd4d29abf545b95dc9d862,0,120.16003899999998,35.948367,0.0,0.0,0.0,0.0,1.0,0.0,0.0,991,0,0,0,0,8,0.8882117,-0.639549733,519.53125,1.473684211,5,0,45000.0,5.0,0.0,14,46,5,39
1169,3ef1a8e1e306457e8e9e3cbc255868b5,0,117.18391899999999,31.856993,0.0,0.0,1.0,0.0,0.0,0.0,0.0,997,0,0,0,0,1,0.605371283,0.078238401,115.0131226,1.074626866,5,1,0.0,0.0,0.0,19,35,21,18
1732,35cbb45a334e481794149aacba04eac8,0,117.25034299999999,31.871745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000,0,0,0,0,8,0.36405322700000003,-0.999548587,18812.5,8.361111111,5,0,44000.0,4.0,0.0,38,89,39,29
412,e359976618a54d5199dbc4a92cdff5ea,0,117.247782,31.882928999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0.872271644,0.366656673,673.5324860000001,1.808,1,0,0.0,0.0,0.0,14,57,14,16
499,0c55d40d702b4b979715b86deec2ca8c,1,110.89844099999999,37.458421,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1000,8,0.8121516879999999,0.67394859,125.86805559999999,0.75862069,2,0,0.0,0.0,0.0,3,4,0,8
1214,033f49a4a847445389738a4412ed706a,0,108.96186999999999,34.466421000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,0.570426413,-0.05600099099999999,2563.4765629999997,0.661375661,1,0,41000.0,1.0,0.0,12,12,0,0
2220,fdd3886dc80b409db0d8966b790ec847,0,117.21143400000001,31.856181,0.0,0.0,0.0,0.0,1.0,0.0,0.0,999,0,0,0,0,8,0.781165973,-0.472939756,2891.710069,3.963414634,3,0,45000.0,5.0,0.0,42,57,18,40
357,da64642809754172bb208ac14f48cd82,0,117.13463600000001,31.835268,0.0,0.0,1.0,0.0,0.0,0.0,0.0,998,0,0,0,0,8,0.924204335,0.438815898,254.9913194,0.94,2,0,44000.0,4.0,0.0,16,44,21,37
1760,3a1b3c14db2948108298510b9f4bf6b3,0,117.22162900000001,31.875509,0.0,1.0,0.0,0.0,0.0,0.0,0.0,354,0,0,0,0,8,0.884854707,0.053367205,99.609375,0.794117647,5,0,45000.0,4.0,0.0,21,32,13,16
159,b46fe11f0807470aaf5e0dbaa162f13e,0,117.153796,31.871169000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,989,0,0,0,0,8,0.839905835,0.122368215,208.76736110000002,0.711538462,7,0,44000.0,5.0,0.0,7,44,31,5
1631,a41b67609f3140e58f4e036a207941f4,0,117.13972700000001,31.859444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,995,0,0,0,0,8,0.5568025289999999,-0.31678895100000004,121.3107639,0.604651163,2,0,44000.0,4.0,0.0,11,32,18,0
501,669a7f0081444bb68a2c756b2428d181,1,107.060142,23.032001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1000,7,0.151717041,-0.37533321399999997,41.23263889,1.052631579,0,1,47000.0,6.0,0.0,0,1,0,0
102,84a0b4e33960425e979e20ddd0f4ce3f,0,117.20255700000001,31.845004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000,0,0,0,0,8,0.937964455,-0.961005381,7097.65625,13.73913043,2,0,0.0,0.0,0.0,43,88,48,73
22,4b9578b61d704c5483fdc38515664037,1,109.738119,26.760851000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.653058964,-0.046788355999999996,575.0868055999999,0.53,1,0,41000.0,1.0,0.0,7,12,0,0
1381,be3d9663fefa424086e9c9e62bddafd1,0,117.668724,39.473028,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.764378835,0.170964726,1129.85322,1.2028985509999999,2,0,41000.0,1.0,0.0,5,8,0,0
180,2082a76d22034b48a7b43da7ebb40b20,0,101.726495,36.633815000000006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.958908483,0.5388070660000001,1890.625,1.0,2,1,45000.0,5.0,0.0,12,21,18,50
779,903e95cb03184e7eb691f0ca588ab194,0,117.203855,31.863737,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,0.289636255,-0.215787903,100.6944444,1.103448276,1,1,45000.0,5.0,0.0,11,39,17,21
1043,f0f9dca49c2b4cdda4d928e14db228a3,1,101.878449,24.941056,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.100339563,0.19378641800000002,18.22916667,1.166666667,2,0,41000.0,1.0,0.0,14,35,7,0
2066,02258025a0b24aaa9cfdce27925691b7,0,119.133306,29.103902,0.0,0.0,0.0,0.0,1.0,0.0,0.0,468,0,0,1,1000,8,0.69020048,-0.356725515,5664.0625,3.544444444,1,0,41000.0,1.0,0.0,29,13,1,0
183,a67f1f6d664e4a77b6fd283a6efd47ce,0,117.237568,31.872690999999996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.9974021679999999,0.683720636,2169.040084,0.992907801,2,0,44000.0,4.0,0.0,25,34,26,16
66,e74d7111a05a4aeab5c7d2da8edbac99,1,119.537462,30.204871999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.587140997,-0.536971153,200.73784719999998,1.351351351,3,0,41000.0,5.0,0.0,22,24,1,0
1284,b80230c71e5d46aba259cfd5789f398c,1,112.13499499999999,27.400721,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.750673571,0.12766312400000002,609.9175347,0.9480519479999999,3,0,41000.0,1.0,0.0,6,16,1,0
362,4268d20acaac46fbb6d237110c8be0b7,1,117.029627,30.505703999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27,0,0,0,0,8,0.8305862970000001,0.309353098,204.1015625,0.578947368,2,1,0.0,0.0,0.0,23,53,5,6
643,69c541cc4b2c406fa6255ab96e3d4cc7,1,103.86874300000001,30.160514000000003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,944,0,0,1,1000,8,0.47047542,0.9948565540000001,31.35850694,1.0,0,2,47000.0,6.0,0.0,0,0,0,0
753,ba5adf03b7644147b3f3ee347fa1a598,0,110.308103,29.427282,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.528387919,0.031542482000000004,415.3645833,0.8787878790000001,1,0,51000.0,3.0,0.0,2,3,3,0
1217,4778834e2a6940a1af2a09e8e99a8488,0,117.253401,31.834774,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,1000,0,0,8,0.657916022,0.6818668290000001,1695.3125,1.8064516130000001,4,0,44000.0,4.0,0.0,16,33,12,16
1514,332909fb93c9487f871777063b482485,0,117.203645,31.832707,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.40105147399999996,0.935042068,2922.743056,1.22972973,2,0,44000.0,4.0,0.0,13,31,22,20
579,3d61a19af3814692901d3a379213f220,1,121.479772,31.320476,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,1.130413981,0.680674918,2250.0,1.0,1,0,45000.0,5.0,0.0,24,32,10,44
1221,fa8c96eec72a48dbad8902b7c0a900f3,0,117.25167900000001,31.831833000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,0.484884489,0.04582993,35.15625,1.0,2,0,0.0,0.0,0.0,32,50,23,40
834,fce1d7e813d140af9c2fcf087c659053,0,106.711561,26.294782,0.0,0.0,0.0,0.0,1.0,0.0,0.0,999,1,0,0,0,1,0.9604868259999999,-0.266385096,1072.883606,0.5,1,0,0.0,0.0,0.0,2,11,0,0
1354,9f17c183b5584a24b8da932c92b91141,0,117.251047,31.847109999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.737572585,0.741923213,5592.230903,2.417808219,2,0,44000.0,3.0,0.0,40,51,16,56
828,c3689d4fe49242f7adcb17f2f1d54e26,1,113.428091,25.528831,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.520494363,0.613732765,755.2083332999999,0.483333333,2,0,41000.0,1.0,0.0,9,14,1,0
1174,0ae80bcfeedc43489f86dd3b8290b9b9,0,117.139567,31.844897999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,996,0,0,0,0,8,1.012743542,0.7570195559999999,211.58854169999998,0.78,1,0,0.0,0.0,0.0,37,93,30,24
503,59fd0cf896f34f539c7e9245259c50ec,1,112.489406,28.312587,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1000,8,0.81116945,0.282513927,243.48958330000002,0.862745098,2,1,47000.0,6.0,0.0,0,9,0,0
1130,2706fb0879024dd29bb8dec57dc5dcea,0,117.23731799999999,31.872858,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.575065852,0.999885488,6345.5959920000005,2.435064935,5,0,44000.0,4.0,0.0,33,38,26,24
1726,d90d1870b6ce410e89a5bdbb7004de87,1,105.13248600000001,25.568046,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,8,0.864066965,0.784404225,1948.3506940000002,1.0,1,0,41000.0,1.0,0.0,19,21,1,0
1982,4f60bc39ead84744897343417ec4aa65,0,117.18077,31.851490000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,8,0.426449959,0.911921505,843.3159722000001,2.3103448280000003,2,0,0.0,0.0,0.0,23,29,11,15
1041,04f122636e2c44e086707c72fd4ea39e,0,101.879824,24.948164000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,0,0,8,0.523992441,-0.7501168429999999,291.40295360000005,1.019607843,1,0,41000.0,1.0,0.0,11,8,2,0
775,7ae2609b06894d85bf1b25536c67ee4b,0,117.22061299999999,31.893053000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,969,0,0,0,0,8,0.606650809,-0.8676966740000001,12679.25347,6.809160305,4,0,44000.0,4.0,0.0,18,40,20,11
1037,adcacf0f4bf54f2eb37ec34f334606b7,0,114.495232,36.626553,0.0,0.0,0.0,0.0,0.0,0.0,1.0,999,0,0,1,1000,8,0.001582278,0.0,35981.01266,1.75462963,6,1,47000.0,6.0,0.0,36,41,21,49
1357,4dcd2f524a694e2fb7fb2d86cc757f26,1,107.240871,29.194112,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0.485854566,0.259288625,908.0886841,1.125,1,0,0.0,0.0,0.0,5,34,0,0
595,dae5700bb3554d439cb73bb446d6797e,0,117.24326299999998,31.841107,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.30626259699999997,0.009069922,1941.40625,1.126984127,3,0,0.0,0.0,0.0,16,36,17,21
985,e27368aa40f6488da20befec752cc682,0,112.25114599999999,25.531585999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,991,0,0,1,1000,8,0.35600663299999996,-0.912904339,38.19444444,1.375,2,0,41000.0,1.0,0.0,3,4,1,0
1941,0a5587722b4f4306a9b2a757683905c6,0,119.682803,30.855382000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,992,1,0,8,0.122512996,0.75955661,114.36631940000001,1.096774194,2,0,41000.0,1.0,0.0,28,19,0,0
463,09ec55cb5e75439aa73413a27f038b88,0,117.16078600000002,31.83268,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,1000,0,0,8,0.5533054479999999,0.8509464990000001,4339.192708,2.403100775,2,0,0.0,0.0,0.0,24,17,12,5
2125,9e6e3a13c0fd475f804a4776a388ef11,1,110.297385,29.420577,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0.640203011,0.401178896,742.6738739,0.9831460670000001,2,1,51000.0,3.0,0.0,0,8,4,0
734,212b23aa9a0640a29f51b2c1ccd29092,0,106.711749,26.304479999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,0.772569527,0.19955054,1127.9296880000002,1.7532467530000002,3,0,41000.0,1.0,0.0,2,11,0,0
313,89b0b60fa4e04043a96970a2b3686d72,0,117.15432,31.856436,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.896031417,0.547165835,1876.3020829999998,1.007633588,2,0,0.0,0.0,0.0,10,30,24,21
