,dot_id,label,x,y,flg_type#1,flg_type#2,flg_type#3,flg_type#4,flg_type#5,flg_type#6,flg_type#7,tsr_cfd,has_inf,inf_cfd,has_filter_desc,filter_cfd,source,flg_pos_r,flg_pos_sin,flg_size,flg_shape,pub_road_num,pri_road_num,road_class,fc,link_type,camera_num,furniture_num,guidance_num,forbid_num
1652,01137d9b0ca142ce9bf05fa4fc0920b1,0,118.25791299999999,27.446171000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,0,8,0.599088075,0.931972037,4774.305556,1.420454545,2,0,41000.0,1.0,3.0,0,8,0,0
710,2f26721dcd5a454ca66eb4e8023f6ab5,0,117.21551399999998,31.840475,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.33977829,-0.490515938,1736.328125,1.007936508,1,0,0.0,0.0,0.0,15,43,18,23
1074,a949e10cdc9a4729bc17add44e9cbbfd,1,104.10798199999999,23.455942,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.618095152,0.995850398,5352.746212,1.9159663869999999,1,0,41000.0,1.0,0.0,7,11,1,0
275,07025a6701fe4259aa8b6f449ffd04cf,0,129.574035,43.007115999999996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,781,1,1000,8,0.671609282,0.366036235,184.6788194,1.243243243,5,0,41000.0,1.0,0.0,0,15,1,0
2199,02a68e82bae14ea09385ee8263479b8f,1,107.654214,22.504757,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.929729818,0.228153608,2226.1679289999997,0.733870968,2,0,41000.0,1.0,0.0,7,29,0,0
1491,548b7c5e722442e6844b6d515c5562bb,1,99.63776999999999,25.392554,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.859237461,-0.853469928,2587.90436,1.4375,2,0,41000.0,1.0,0.0,11,35,0,0
109,5468568784574a56915e3c57b25841ed,0,117.231417,31.832121,0.0,0.0,1.0,0.0,0.0,0.0,0.0,998,0,0,0,0,8,0.893034023,0.18196395199999998,239.8003472,0.523076923,4,0,44000.0,3.0,0.0,19,32,16,35
297,3d401005d21e4b5ba2a8b4716e5a62fc,1,110.308191,29.427220000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,1,0.624832512,0.032039836,260.7107162,1.6666666669999999,1,0,51000.0,3.0,0.0,2,3,3,0
732,f430e765fd664dfcb30e6000f0beeb12,1,109.79861799999999,39.497889,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.27966666,0.6903059359999999,612.3046875,1.736842105,1,0,44000.0,4.0,0.0,0,4,0,0
1810,048667af52d94fe1a7b03836714f4744,0,105.781314,28.541958,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,0,0,8,0.570674914,0.063277902,1500.868056,0.598684211,2,0,41000.0,1.0,0.0,20,32,2,0
1939,98ac4fe049a4421da8270cdced0579bd,1,112.88516299999999,27.854732000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,8,0.896308619,0.9483340690000001,1757.8125,1.388888889,7,0,44000.0,5.0,0.0,35,73,18,24
2290,d49422b34ee0423b89721bc19141c372,0,117.254548,31.852658,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000,0,0,0,0,8,0.517066245,-0.996541125,11278.1033,7.099173554,1,0,45000.0,3.0,0.0,31,59,24,18
1405,033540eee070460b9e251d1be3e3068d,0,101.878759,24.941433,0.0,0.0,0.0,1.0,0.0,0.0,0.0,992,1,0,0,0,8,0.832284205,-0.086472501,552.3989899000001,0.571428571,2,0,41000.0,1.0,0.0,2,16,1,0
730,268ab5a1c9db491794ada9ce17790f5d,0,104.077787,30.857946000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,1,0.247093953,-0.013832668999999999,126.1711121,1.333333333,3,0,45000.0,5.0,0.0,1,3,0,2
2331,68cdb7db3b1644af8057a33a6effd2f1,0,113.27354299999999,33.582781,1.0,0.0,0.0,0.0,0.0,0.0,0.0,368,0,0,1,1000,8,0.7096383209999999,0.9903323390000001,319.44444439999995,1.391304348,1,0,52000.0,5.0,0.0,0,0,0,0
473,f9aff577137745b19bbd0e492215b79e,0,117.24088200000001,31.89677,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.7541898659999999,0.309382748,1972.2222219999999,1.109375,7,0,0.0,0.0,0.0,16,33,9,14
1376,e3ccc8e72230452fab607fe860bd83af,1,120.29215,31.464281,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8,0.7489779120000001,0.999510265,114.36631940000001,1.096774194,4,0,44000.0,3.0,0.0,11,37,12,17
2115,b73ab02b54b6478d858134efc7f0ad13,1,120.790011,30.321076,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,1.0954506179999999,0.664363839,4934.027778,1.1836734690000001,4,0,44000.0,4.0,0.0,2,7,6,1
871,8cd96e30927746bda9a632f5363b60e4,0,117.17333899999998,31.856790999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,8,0.533854167,0.062439024,129.7743056,1.769230769,2,0,0.0,0.0,0.0,11,27,22,41
2344,13155ff590df49b49ed33e47bfb20ff7,1,104.879101,27.407068,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.23335425899999998,0.999910328,447.91666669999995,1.7916666669999999,1,0,0.0,0.0,0.0,3,37,1,7
1297,201f08d36d274a73b330d365fc272733,1,116.43973500000001,25.608772000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.19887454899999998,-0.9999451290000001,59.97474747,0.842105263,2,0,41000.0,1.0,0.0,3,17,1,0
948,3bb34e216f60453cabaa073a79755e6d,0,117.18451499999999,31.857076,0.0,0.0,1.0,0.0,0.0,0.0,0.0,998,0,0,0,0,1,0.665286563,0.09761418599999999,95.98731995,1.081967213,2,0,0.0,0.0,0.0,19,35,21,18
917,a87e59ccc632428c8fffd1e9491e2620,1,101.723152,26.014076,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.7597714959999999,0.661748671,1914.556962,1.0,2,0,41000.0,1.0,0.0,3,13,1,0
1902,4ad61e5e71594ea1a906d86d0ee4105c,0,117.229418,31.832014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.565393178,0.967861381,1777.7777780000001,1.0,1,0,0.0,0.0,0.0,18,44,19,32
2191,7312c0062f8a4dd9986c458def261aa3,1,117.01828200000001,36.671938,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.79252027,0.9936654359999999,2246.09375,1.565217391,2,1,45000.0,5.0,0.0,30,48,16,33
266,d791d3e9a6944c0c83e3841cb569316d,1,127.40405600000001,45.757763,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.9202180090000001,0.799931216,3326.7405059999996,1.0,2,0,41000.0,1.0,0.0,8,16,0,0
2225,dbd17e531ca94c2bb1f56157ec456e45,1,105.789092,28.537313,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.620829238,-0.308116736,50.30776515,0.882352941,2,0,41000.0,1.0,0.0,19,29,5,0
1223,736e657671d34786b6cf2f136167363f,1,114.07800800000001,27.92942,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.56328921,0.993667573,313.81856539999995,1.0980392159999999,1,0,51000.0,5.0,0.0,1,16,2,0
555,15a00b64313d4d53b1f87c593b17d7ba,1,109.78093500000001,25.869976,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.88539651,0.9882577920000001,939.4778481000001,3.42,1,0,41000.0,1.0,0.0,9,10,0,0
110,b0c6c343d3d0498483cca7f015c86bb3,0,125.86307099999999,43.967569,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,1.189212147,0.711255208,2047.5260420000002,1.5315315319999998,2,0,41000.0,1.0,0.0,11,15,1,0
413,eac07f9bcf594d99b5597bc19978fb8d,0,117.24224199999999,31.855604,0.0,1.0,0.0,0.0,0.0,0.0,0.0,996,1,1000,0,0,8,0.13070368699999999,0.361292196,206.59722219999998,0.607142857,1,5,45000.0,6.0,0.0,12,23,12,31
1520,f23d5e6562944a49821393047545648e,0,117.14517099999999,31.835752000000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,992,0,0,0,0,8,1.0215963609999998,0.8605812429999999,113.93229170000001,0.857142857,2,0,0.0,0.0,0.0,6,18,10,10
147,2e05c02779fa412a9bf9664eb13f97cf,0,107.258099,29.212972999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,0.460845912,0.666045714,771.484375,1.139240506,1,0,0.0,0.0,0.0,0,2,0,0
736,4903e9443cfc40a7968e76f28a8ffaa6,1,105.83688899999999,28.5295,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,0.704988889,0.36536144299999995,3623.7373740000003,0.682926829,2,0,41000.0,1.0,0.0,22,33,2,0
2014,21adbedcaa744fc8abb223895c3be3fc,0,110.14676999999999,25.167638,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.9832053390000001,0.43367226799999997,1494.140625,0.7555555559999999,2,0,0.0,0.0,0.0,0,5,0,0
1584,7f6fa8af79714e9992ed3d1d6fc7862e,0,117.23713400000001,31.891834999999997,0.0,0.0,1.0,0.0,0.0,0.0,0.0,997,0,0,0,0,1,0.639388589,-0.026728415,59.58080292,1.040816327,3,2,0.0,0.0,0.0,36,74,39,34
1324,84d7204997b64f2fadb399a5ef985c67,0,117.243503,31.902005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.40660449600000004,0.973509484,1588.650174,1.0,1,0,44000.0,5.0,0.0,11,25,11,23
2149,2ae5d5705fca49afbf9349a31059b523,0,118.283391,26.545506,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000,0,0,1,1000,8,0.865234043,-0.8700279240000001,13197.91667,4.30952381,2,0,41000.0,1.0,0.0,6,4,2,0
832,5de83e0afd8f4248bd95b838a853ec6b,1,113.352902,23.135282,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,8,0.633564606,-0.6532702189999999,1023.4375,7.277777778,5,0,42000.0,4.0,0.0,12,96,10,128
2332,05171240ff6c4e6285482ac53f64d006,0,117.020173,39.396524,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,499,0,0,8,0.6925320890000001,0.96265094,3004.261364,1.723404255,5,0,44000.0,4.0,0.0,10,11,16,11
304,4be6b1b32c8842e4ac635d16c2ab1f6e,1,116.25300700000001,40.275028999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,113,1,999,1,0,8,0.837515565,0.061358727,80.72916667,0.774193548,3,0,52000.0,5.0,0.0,5,23,0,14
1198,d5818e0f410245ba920729d2624dc0ec,0,117.212223,31.892381,0.0,1.0,0.0,0.0,0.0,0.0,0.0,999,1,0,0,0,8,0.586967844,0.447213595,59.67881944,0.88,3,0,42000.0,2.0,0.0,13,32,11,8
1222,d533cde75cea4889a2021faaad42d241,1,114.225311,38.877059,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.29959830600000004,-0.82981481,32.98611111,0.842105263,1,0,0.0,0.0,0.0,0,7,2,0
2273,28de1b493a594c8e9e8c0da2770ca820,0,117.24146200000001,31.894028999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,296,0,0,0,0,8,0.708824476,0.48201872,127.46132209999999,0.725,6,1,44000.0,4.0,0.0,9,47,25,16
666,8b9bb0dcf0d54f4baed1b2cbf3c948f2,1,116.49105700000001,24.949639,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,0.730209262,0.513551415,774.7395832999999,1.4571428569999998,1,0,41000.0,1.0,0.0,3,16,1,0
1138,797a682a0e5c496aa32363812b52f96b,1,106.848302,37.692198,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1000,8,0.830636714,0.157175277,1948.3506940000002,1.0,1,0,42000.0,3.0,0.0,0,9,6,0
451,22ab9e8f4d7a4e6481d72b6f5b27b00b,1,108.71728,32.742526,0.0,0.0,0.0,0.0,1.0,0.0,0.0,468,0,0,1,1000,8,0.968061288,-0.532278053,2290.690104,2.440860215,2,0,41000.0,1.0,3.0,0,5,0,0
373,ecbf618b6ba4468f8dd0a7a2abc2adde,0,117.16838999999999,31.860695,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,8,0.43827320399999997,-0.8461236740000001,96.6796875,0.818181818,4,3,45000.0,5.0,0.0,21,47,42,21
2020,654e5595eb7f4fc0909f0bd33b4edaf5,1,119.080421,26.244991,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.42757234899999996,-0.328079629,35.04774306,0.894736842,2,0,41000.0,1.0,0.0,1,2,0,0
1134,f520689e6e5744c18ef4d490ffde1715,0,117.212124,31.894005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,998,0,0,0,0,8,0.704935704,0.7368678320000001,140.19097219999998,0.894736842,1,0,42000.0,2.0,0.0,13,32,11,8
303,1fcbcfd8f6044899a20fd218069899b7,0,117.21641000000001,31.857274,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,0,0,8,0.767918212,-0.636641873,2115.885417,1.153846154,6,0,0.0,0.0,0.0,49,57,32,24
26,bb60dba4c99b44c0a6e406b5ac1e461c,1,117.68956599999999,30.859229,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,0.244547027,0.01135887,625.6510417000001,1.5,5,0,42000.0,2.0,0.0,6,32,12,1
2192,e6f39473ae0442bf9c798d87007801e5,0,117.242557,31.866734,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,1000,0,0,8,0.487782106,0.9054589359999999,3533.203125,1.813432836,1,0,0.0,0.0,0.0,11,31,14,37
1908,52d9c5429ff34a18916d60b0b640b355,1,115.91835400000001,39.397546000000006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,1.0521868220000001,0.611161005,4852.213542,0.677042802,2,0,0.0,0.0,0.0,8,26,7,0
745,18bf5fc3aaed4fbaa4cff817c62b3866,0,105.811985,28.526353000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,988,0,0,1,1000,8,0.7010443270000001,-0.49439228799999996,310.7244318,1.285714286,2,0,41000.0,1.0,0.0,19,29,2,0
508,03aa1b4f99a94d99bf877b90dd9003a1,0,107.18716599999999,30.72578,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.46503362200000004,0.7018608409999999,4009.548611,1.66442953,2,0,41000.0,5.0,0.0,17,20,2,0
2369,79a50ea939b949de88cd1d877e2bb51c,1,114.35511799999999,30.581371,0.0,1.0,0.0,0.0,0.0,0.0,0.0,451,0,0,1,1000,8,0.314139267,0.02210626,33.85416667,1.846153846,5,0,44000.0,4.0,0.0,28,34,16,84
1078,9f2cc58c8c1b41ad91ce715af3194ed5,0,117.24310600000001,31.886142,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,0,0,8,0.8764718770000001,0.9571201429999999,1616.319444,1.1875,2,0,44000.0,4.0,0.0,20,47,30,21
396,4a341b5e6b3e498ca745e91721101360,1,104.306301,30.653871000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,907,0,0,1,1000,1,0.7230944159999999,-0.31805040100000004,46.92077637,1.170731707,1,0,52000.0,5.0,0.0,0,1,0,0
581,fb000f7812064d76a05b7f067cf79b00,0,117.154592,31.852092,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,8,0.074677856,0.669542518,410.3732639,0.983870968,3,1,0.0,0.0,0.0,11,50,17,28
1365,d7b0271b65834e6b8c58410b041480c0,0,117.254203,31.898766,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.176484896,0.755494303,1615.017361,1.0,2,0,0.0,0.0,0.0,24,40,9,8
890,138195ad9a344cdc82882f85f44b8141,0,117.16826499999999,31.857255,0.0,0.0,1.0,0.0,0.0,0.0,0.0,977,0,0,0,0,1,0.72659679,0.182787072,174.2362976,1.035714286,6,0,0.0,0.0,0.0,18,50,46,23
1233,897123084ffc4fddbaf9a03ce849f511,0,117.166477,31.831856,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.45306400799999996,-0.17473616399999997,2096.462674,1.0,1,0,44000.0,4.0,0.0,13,18,1,9
1209,fbd301096bd246ba8e562d6ea2178d16,1,121.32392,43.565615,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,8,1.096579027,0.7802041940000001,1579.861111,1.346153846,0,0,47000.0,6.0,0.0,0,3,0,0
2389,b82baed515ba45808cab13035f4c6d97,0,117.14811399999999,31.8401,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,8,0.297178867,0.579523786,66.84027778,1.2727272729999999,1,0,45000.0,4.0,0.0,25,29,6,23
1438,518bc7c084f0443f979c27345f8bcc24,0,117.160978,31.831884000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,0.64288089,-0.475291085,239.58333330000002,0.958333333,2,0,44000.0,4.0,0.0,24,17,12,5
1809,006b24fb207c491fa656d9a6da56399a,0,113.34119199999999,23.007582,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,1000,1,0,8,0.650500701,0.879664267,2147.135417,1.9019607840000001,2,0,43000.0,2.0,0.0,10,54,11,8
284,d34a85620cef4b67958346bc5b3a6cbc,0,117.194796,31.840776,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.312688613,0.990513277,1862.0876739999999,1.0,2,0,45000.0,5.0,0.0,13,23,8,16
550,1d3a9aef62f64581866a643b73360b6b,0,114.79823400000001,33.557637,0.0,0.0,1.0,0.0,0.0,0.0,0.0,105,0,0,0,0,8,0.39249399100000004,-0.564571469,133.16761359999998,0.9259259259999999,2,0,0.0,0.0,0.0,1,3,2,0
1326,61c98ae9bd014860b3e8c42083dc59ee,1,113.06673300000001,30.554876,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1000,8,1.117143564,0.7036795779999999,47.74305556,1.1,0,1,54000.0,6.0,0.0,0,0,0,0
350,7e9945c95adc4611857e084f56812c57,1,111.11861299999998,23.989791,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.29446080399999996,0.080184224,39.66684248,1.0,2,0,41000.0,1.0,0.0,9,27,2,0
2265,ed7f87f25fda4735b1619e430388185c,1,104.92133500000001,29.278321000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,482,0,0,1,1000,8,0.291568387,-0.033344569,26.80121528,0.684210526,0,1,49.0,6.0,0.0,1,3,0,0
2011,ea654db153fc4b52952e87028bae18cf,0,114.26395,30.259379,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,0.266094053,0.558490914,31.31592827,0.7894736840000001,2,1,41000.0,1.0,0.0,1,13,0,0
1836,3b2b9bbeeca14f39a600c524c9b316e0,1,111.59168100000001,32.382709000000006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.776405369,0.543816722,125.0,1.125,1,0,41000.0,1.0,0.0,6,26,1,0
664,4d725a234cc848ad8bdbe9981a03b9c3,1,116.225302,28.063532000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.7496053309999999,0.40172655,1038.707386,0.8024691359999999,2,0,41000.0,1.0,0.0,8,25,0,0
2309,9807a193273445ba8c7d7a02cd73df80,1,113.45828300000001,26.803174,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.83085571,0.392834622,613.7152778,0.554455446,2,1,41000.0,1.0,0.0,22,40,5,0
904,2bfd68bc56d74c1f8de98bd9fe293a3b,1,120.535576,27.848339000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1000,8,0.667511423,0.740728064,1615.017361,1.0,2,0,45000.0,3.0,0.0,25,27,28,1
926,22936ad3bcde48788bfd0c1edd94a77c,0,106.510912,35.863277000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,0,1,0.7444433359999999,-0.068869622,146.4128494,1.289855072,2,0,41000.0,1.0,0.0,5,15,0,0
1933,7025c0da05a343b0a9b1cb93d8d7021f,0,112.894729,39.452555,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,0.221544716,-0.9529051940000001,27.34375,0.7777777779999999,2,0,41000.0,1.0,0.0,5,16,0,0
766,7e200d4d2b784339803b854cc2afca71,1,116.16046100000001,34.193294,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,8,0.624297445,0.965529785,1722.65625,1.0,2,0,41000.0,1.0,0.0,17,13,1,0
1661,3a03a84e8e7e49baa9e428c9696f453b,1,106.88068600000001,23.100789000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,0.516303441,0.278788368,3232.323232,1.0,1,0,51000.0,3.0,0.0,0,18,0,1
1990,a8665f817e5c49d28f9dcac3d225d5a6,0,117.18051499999999,31.851492999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,0.671219135,0.5814461439999999,1589.301215,1.556701031,2,0,0.0,0.0,0.0,23,29,11,15
2105,0a099553ce4f40118dd372a620845679,1,109.126428,21.46151,0.0,0.0,1.0,0.0,0.0,0.0,0.0,908,0,0,1,1000,8,0.651560835,0.6970441479999999,1093.75,0.914285714,0,2,47000.0,6.0,0.0,19,36,14,29
1166,065bcaaa871d45f082dffc7f00ed10a5,1,108.90296599999999,34.597296,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,1000,8,0.7583482429999999,0.24541642,81.81423611,1.115384615,2,0,41000.0,1.0,0.0,6,12,2,4
1177,d37f2dbfd39f444eba565b43b4b132d2,1,114.26333899999999,30.261134999999996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.377036442,-0.335216639,39.66684248,1.0,2,0,41000.0,1.0,0.0,1,17,0,0
2239,09c56fd41c274a338ce082ea8d323833,0,110.085939,18.549243,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,8,0.6406406729999999,-0.049863279,411.7838542,1.254545455,1,0,41000.0,1.0,0.0,5,22,0,0
983,7ad586584c334010bf9f19af7a4de78c,0,114.29678999999999,23.553493,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,1000,8,0.782274719,-0.287622743,574.21875,0.75,1,0,41000.0,1.0,0.0,6,27,13,0
1951,21a346de6a5e432995b4923074f1c9be,0,117.14546399999999,31.840429999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,974,0,0,0,0,8,0.994513365,0.513930862,645.8333332999999,0.645833333,1,0,44000.0,4.0,0.0,10,28,16,4
676,620c8e846aed44a5bae00c888a4710ee,0,117.23591599999999,31.862078999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,0,0,8,0.518108875,-0.198371004,289.49652779999997,1.260869565,7,0,45000.0,3.0,0.0,14,63,17,25
513,1db95608925a4f6a85438cac8d9eb842,0,117.18746200000001,31.846515999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,8,1.0473439359999999,0.799641809,3084.9609379999997,2.076923077,2,0,45000.0,5.0,0.0,16,17,7,10
1589,6881fe17674848c28dd08a45b0eb783c,1,121.210952,31.250253000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,0,8,0.333735392,-0.029131529,471.4626736000001,1.4363636359999998,2,0,0.0,0.0,0.0,48,90,29,24
146,1d2e75e5f25b43c0ab509025785b392a,0,118.662582,42.848822,0.0,1.0,0.0,0.0,0.0,0.0,0.0,938,1,484,1,1000,8,0.456980796,0.419419521,233.2899306,0.86,1,0,51000.0,5.0,0.0,0,6,0,0
698,ead5bf534cee4ebe91583c75bcc15d6f,0,117.231226,31.845412,0.0,0.0,1.0,0.0,0.0,0.0,0.0,993,0,0,0,0,8,0.8480182940000001,-0.219465915,194.66145830000002,0.8478260870000001,2,0,0.0,0.0,0.0,14,27,12,47
566,ddeb3731260f4986802c5248f9efb069,0,117.23313700000001,31.888904999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,994,0,0,0,0,8,0.820871007,0.8578286490000001,284.5052083,0.807017544,4,0,45000.0,5.0,0.0,55,87,91,16
1103,0595ad9ccdbb458ea556bc492b9dc374,0,117.174996,36.678798,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000,0,0,1,0,8,0.845368033,-0.312158585,1410.590278,4.807692308,2,1,44000.0,5.0,0.0,1,36,11,20
41,d883a96bb9314d49ada2277b180fc66c,1,105.050908,28.429153999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,1000,8,1.13274613,0.5934447310000001,1667.534722,0.830882353,0,1,0.0,0.0,0.0,4,22,6,0
727,51d8956d63fa4fb3940e10fd07296f5e,1,119.254223,36.101817,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.744883854,0.195779963,476.23697919999995,1.350877193,2,0,41000.0,1.0,0.0,4,25,0,0
1901,e38b52e524b4478cb5b35b556fb66b0f,0,117.21051299999999,31.840619,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000,0,0,0,0,8,0.36571947,-0.9987922640000001,1131.184896,1.8533333330000001,1,0,44000.0,4.0,0.0,20,31,16,23
1112,538273d96f6b4f91a454c7391cb4bd42,0,117.241777,31.892704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,999,0,0,0,0,8,0.656387497,0.167160744,111.4187764,0.666666667,5,0,44000.0,4.0,0.0,9,47,25,16
1888,895f31c908434c64a3a350670ba18abe,1,112.315533,28.77017,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,1,0,1,1000,8,0.570639414,0.36508752899999997,1198.705808,0.632653061,1,0,41000.0,1.0,0.0,5,16,0,0
273,052fd648db014974b12c81f643c9cee1,1,115.05728400000001,24.77156,0.0,1.0,0.0,0.0,0.0,0.0,0.0,460,0,0,1,1000,8,0.8527835429999999,0.530941036,37.109375,1.0555555559999998,2,0,51000.0,3.0,0.0,6,19,6,0
2336,3bc69cd1568246ff9a32213c98010dcf,0,103.938601,22.642677,0.0,1.0,0.0,0.0,0.0,0.0,0.0,998,0,0,1,1000,8,0.857292409,0.601052537,258.7890625,0.849056604,1,0,51000.0,3.0,0.0,7,11,1,0
637,6582206ec5064eeea684df1d2355d6ef,0,117.240951,31.896240999999996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0.8880022479999999,0.285379873,1107.0966720000001,1.3567567569999999,7,0,44000.0,4.0,0.0,24,75,32,30
1994,655edb3696554d058da6d3284c96ba2b,1,116.95991200000002,25.094251999999997,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000,0,0,1,1000,8,0.362682555,-0.532298983,31.35850694,1.0,1,0,41000.0,1.0,0.0,11,8,1,0
1949,e5462d7593e94d0a8505291bb7fb3b83,0,117.25088999999998,31.848699,0.0,1.0,0.0,0.0,0.0,0.0,0.0,370,0,0,0,0,8,0.8736373709999999,0.49601052799999995,251.953125,0.796296296,4,1,44000.0,3.0,0.0,40,51,16,56
